,0
14249,ROTOR ASSY V16L CCW NEMA 254TC SHAFT
14250,SHAFT V16 A THRUST 254TC
14251,COVER 99T5183 16L
14252,PIPING IDL NOZ V16L/E .50-600RF
14253,FLANGE SOC .50-600RF FST
14254,ROTATION V16E-L 200 CCW
14255,Assembly 99T5192
14256,Assembly 99T5197
14257,COVER 99T5197-98 23L
14258,Assembly 99T5199
14259,ROTOR ASSY 22-23L CCW UT WHL & SHF
14260,SHAFT ASSY 22-23L C1144 UT
14261,SHAFT UT
14262,COVER 99T5199 22L NWR
14263,COVER  A22-23  202 WCB NWR LPI
14264,CASING 22-23L RH CCW 4PC 202 LPI NWR 150
14265,CASING EXH 22-23 RH 202 150FLG LPI NWR
14266,Assembly 99T5200
14267,COVER 99T5200 23E
14268,Assembly 99T5209
14269,COVER 99T5209 16E
14270,Assembly 99T5212
14271,COVER 99T5212 23L
14272,CASING 22L-23L LH 202 CCW 4PC 150RF03
14273,Assembly 99T5213
14274,ROTOR ASSY V22-23L CW UT SHF 286LPH
14275,SHAFT ASSYV22-23L 284-286LPH UT C1144
14276,SHAFT V22-23L 284-286LPH UT C1144
14277,COVER 99T5213 23L
14278,TURBINE V22-23L 202 106-150 A&C OML/MAG
14279,Assembly 99T5214
14280,COVER 99T5214 16L
14281,HOUSING MTG RLA16-23L GD N/P D/SHFT
14282,Assembly 99T5215
14283,COVER 99T5215 VA16L
14284,Assembly 99T5226
14285,COVER 99T5226 16L CW
14286,Assembly 99T5227
14287,COVER 99T5227 12M
14288,Assembly 99T5240
14289,COVER 99T5240 23E
14290,CASING 23E RH R 5PC 200/201
14291,Assembly 99T5241
14292,COVER 99T5241 12L
14293,Assembly 99T5246
14294,COVER 99T5246 16L
14295,Assembly 99T5247
14296,COVER 99T5247 12L
14297,Assembly 99T5249
14298,COVER 99T5249 16E
14299,LEAKOFFS FLGD S/T THROT A16 LPI
14300,LEAKOFF GLAND HSG FLGD 16L 150RF LPI
14301,NIPPLE 1/2 X 7 1/2 SC80
14302,NIPPLE 1/2 X 6.00 SC80 TOE
14303,CASING 16L-E LH 150FF03 202 STL LAG WCB
14304,Assembly 99T5255
14305,ROTATION 201 CW RLVA12L-M
14306,COVER 99T5255 V12L
14307,Assembly 99T5268
14308,OVERSPEED TRIP V16L WC6
14309,ROTOR ASSY V16E-L CCW 182-286VP C1144
14310,COVER 99T5268 VA16L
14311,THROTTLE V16L 1.50 201-202 WC6
14312,TURBINE V16-20L 202 0-105 A&C OIL/LUB/GR
14313,ADAPTER 1/8 TUBE TO 1/8 NPT M
14314,"VALVE METERING - 1/8"" SWG"
14315,Assembly 99T5269
14316,COVER 99T5269 16E CCW WC6
14317,Assembly 99T5270
14318,COVER 99T5270 16E CCW WC6
14319,Assembly 99T5279
14320,Assembly 99T5281
14321,COVER 99T5281-4 12M
14322,Assembly 99T5282
14323,Assembly 99T5283
14324,Assembly 99T5284
14325,Assembly 99T5285
14326,ROTOR ASSY 16L CCW DOUBLE SHAFT EXT
14327,SHAFT RLA16-20L GD DOUBLE SHAFT EXT 4140
14328,SHAFT 16L-16E GD DOUBLE SHAFT EXT 4140
14329,COVER 99T5285 16L
14330,Assembly 99T5286
14331,COVER 99T5286 22L
14332,Assembly 99T5287
14333,COVER 99T5287 22L CCW 200
14334,Assembly 99T5288
14335,COVER 99T5288 23L 200
14336,Assembly 99T5290
14337,COVER 99T5290 - 91 16L
14338,Assembly 99T5291
14339,Assembly 99T5292
14340,COVER 99T5292 23E
14341,CASING 23E RH 202 CW 5PC JSCR 150FF03
14342,Assembly 99T5295
14343,ROTOR ASSY V16E-L CW 4140 WHL & SHAFT
14344,SHAFT ASSY VA16-20 324-405VP/HP 4140HT
14345,SHAFT VA16-20 324-405VP/HP 4140HT
14346,COVER 99T5295 16E CW 202
14347,Assembly 99T5296
14348,ROTOR ASSY V20L CW 4140 WHL/4140 SFT
14349,COVER 99T5296 20L CW 202
14350,Assembly 99T5299
14351,COVER 99T5299 23E CCW 202
14352,LUBRICATION 23E TRICOS/OML PURGE PLUGGED
14353,PIPING 12M-23E OML-APRG
14354,Assembly 99T5303
14355,OVERSPEED TRIP A16L WC6 SPCL HYDRO
14356,O/S TRIP VLV BDY 1.50-600RF SPCL HYDRO
14357,THROTTLE A16L 1.50 WC6 SPCL HYDRO
14358,THR VLV BDY A16L 1.50 1.5-600RF WC6 SPCL
14359,ROTOR ASSY 16L STD CCW   4328 RPM
14360,COVER 99T5303 16L CCW WC6 SPCL HYDRO
14361,VALVE PNEUMATIC AUTO-START 1.5
14362,CASING A16L RH WCB 150RF03 SPCL HYDRO
14363,Assembly 99T5305
14364,COVER 99T5305 23L
14365,Assembly 99T5308
14366,COVER 99T5308 V16L
14367,TURBINE V16-20L 202 106-150PSI A&C 6R NP
14368,THROW RING SPLIT HPB SKIRT N/P
14369,Assembly 99T5309
14370,ROTOR ASSY 16L-16E-20L CCW TAPERED UT
14371,SHAFT 16-20L C1144 TAPERED UT
14372,SHAFT 16-20L TAPERED UT
14373,COVER 99T5309 16L CCW 200
14374,TURBINE A16E-20L 0-105PSI 3-MAG SEAL
14375,TURBINE 12L LH CCW 200 1.25/1760/2130
14376,DRAWINGS REFERENCE
14377,UNIT PREPARE TO SHIP
14378,NAMEPLATE AND PARTS
14379,LABEL WARNING HAZARD VINYL SST
14380,NAMEPLATE HAZARD WARNING SS COP
14381,SCREW DR TYPE U 2 X .25 SS
14382,TAG WARNING OIL LEVEL
14383,TAG WARNING SHAFT SEAL
14384,nameplate
14385,ARROW ROTATION CCW SST
14386,BOX PREPARE TO SHIP
14387,COVER BOM FLG A/V12L 200
14388,FLANGE BLANK 1-1/2 250#/300#/600#
14389,gasket
14390,CAPSCREW HEX HD 3/4-10 UNC-2A X 2.00
14391,NUT HEX 3/4-10 UNC-2B GR8 STL
14392,FLANGE BLANK 3.00 125#/150#
14393,GASKET FLANGE 3.0 TF22-23 RLA12-16-22-23
14394,CAPSCREW HEX HD 5/8-11 UNC-2A X 2.00
14395,NUT HEX 5/8-11 UNC-2B GR8 STL
14396,MATERIAL SHIP LOOSE
14397,TURBINE ASSY PIPE TEST & WIRE
14398,WIRING UNIT
14399,TACHOMETER DYNALCO 30T M180 SHORT
14400,VALVE SOLENOID 110VAC DEENGZ NO COP
14401,PIPING UNIT
14402,NIPPLE 1/2 X 4.0 SCH80
14403,BOM LEAKOFF THRT A12L
14404,NIPPLE 1/2 X 1-1/2 SCH80
14405,NIPPLE 1/2 X 2.0 SCH80
14406,ELBOW SCREWED 1/2 90DEG 3000#
14407,NIPPLE 1/2 X 6.0 SCH80
14408,BOM LEAKOFF O/ST A12L
14409,NIPPLE 1/2 X 7.0 SCH80
14410,TURBINE BASED
14411,GOVERNOR AND PARTS
14412,COUPLING GOVERNOR DRIVE
14413,key
14414,CAPSCREW HEX HD 3/8-16 UNC-2A X 1.50
14415,CAPSCREW HEX HD 3/8-16 UNC-2A X 1.75
14416,NUT HEX 3/8-16 UNC-2B GR8 STL
14417,lock washer
14418,GOVERNOR WDWD 1100-2400 RPM 13 RH 611
14419,CASE TURBINE & PARTS
14420,SPRING GARTER 09-12
14421,WASHER STOP LONG TAB RLH
14422,RING CARBON 09-12
14423,CAPSCREW SKT HD 7/16-14 UNRC-3A X 1.00
14424,PIPEPLUG SQ HD 1/2 3000#
14425,NUT HEX 7/16-14 UNC-2B GR8 STL
14426,CAPSCREW HEX HD 7/16-14 UNC-2A X 1.75
14427,CAPSCREW HEX HD 7/16-14 UNC-2A X 1.25
14428,CASING 12L LH CCW 200-201 JCKSCR CI CL40
14429,CASING 12L LH CI ASTM A278 CL 40
14430,CSG CSTING A12M-12L LH 150 WCB SB12TF1FB
14431,SETSCREW SQ HD 3/8-16 UNC-2A X 1.50 STL
14432,VALVE SENTINEL WARNING 20# 3/4 20-24
14433,COVER 12T8844 12L CCW 200
14434,COVER 12 D12TF4A CI
14435,cover
14436,PIPEPLUG SQ HD 3/8 3000#
14437,PIPEPLUG SKT HD 3/4
14438,NOZZLE NO 6 3/8
14439,
14440,VALVE ASSY HAND 9-12M/L
14441,BONNET HANDVALVE 1/2
14442,STEM HANDVALVE 09/12
14443,NUT PACKING 1/2 STL 7/8-14 UNF 2A
14444,GLAND PACKING 1/2 HANDVALVE
14445,WASHER PACKING HANDVALVE 1/2
14446,PACKING VALVE STEM .50 4 PER SET RL12
14447,HANDWHEEL INVCAST A216 WCB
14448,NUT HEX 12/24 STL
14449,LOCKWASHER SPRING 12 STL
14450,gland seal housing
14451,HOUSING GLAND INTEGRAL CS
14452,HOUSING GLAND CASTING INTEGRAL
14453,PIN DOWEL .25 X .88 STL
14454,CAPSCREW SKT HD 7/16-14 UNRC-3A X 0.88
14455,BODY VALVE & PARTS
14456,VALVE THROTTLE 200 1.25 250FF
14457,GASKET FLANGE COVER RLV12
14458,SHAFT TOE PIECE 3.90-66
14459,TOE PIECE CASTING CA15 RC26-32 6514
14460,PIN TRUNNION GOV2 .50-3 SS STL
14461,SLEEVE TRUNNION THROTTLE VALVE A564 XM25
14462,TRUNNION 12-23 STL
14463,BEARING ROD END SPF5 5/16-24
14464,LEVER GOVERNOR TG
14465,lever governor valve
14466,connecting rod
14467,LEVER VALVE 1.50
14468,LEVER GOV D14064 A48 CL30 CI .50#
14469,GASKET END CAP THROTTLE RLA12L-M
14470,BODY THROTTLE ASSY 1.25 250FF
14471,BODY THROTTLE ASSY 200 1.25 SOC WLD
14472,BODY THRTL CSTG 12L WCB SC9666/C09666
14473,SEAT 1.25 THROTTLE VALVE
14474,FLANGE SOC 1.50-60 FF FST
14475,FLANGE SW 1.50 600# RF FST
14476,CAP THROTTLE BODY END 12M-L
14477,PIN TAPER #2 X 1.25 SST
14478,SETSCREW SKT HD 1/4-20 UNC-3A X 1/2
14479,CAPSCREW SKT HD 5/16-18 UNC-3A X 1.00
14480,CAPSCREW HEX HD 7/16-14 UNC-2A X 2.00
14481,NUT HEX HVY 7/16-14 UNC-2B
14482,linkage
14483,SLEEVE BEARING THROTTLE 1.50-3.0
14484,SLEEVE SEAL BONNET THROTTLE RL-RLV
14485,SEAL RING .9435 OD X .3150 ID RL-RLV
14486,WASHER BONNET CAP SST RLA
14487,RETAINING RING
14488,ROLLPIN .25 X 1.125 SST
14489,STEM ASSY THROTTLE 1.25
14490,VALVE THROTTLE 1.25 A743 GR15
14491,VALVE THROTTLE CSTG 4471XCA15 5240
14492,COLLAR VALVE .313 ID X .62 OD SST
14493,COLLAR VALVE 303 SST
14494,VALVE STEM SST
14495,ROLLPIN .125 X 1.00 SS STL
14496,ROLLPIN .125 X .62 SST
14497,ROLLPIN .125 X .88 SS STL
14498,BLOCK SEAL THROTTLE VALVE
14499,BAR RD 416 2-3/4 20.2#/FT
14500,GASKET SPIRAL WOUND RLA
14501,CAPSCREW SKT HD 5/16-18 UNRC-3A X 2.25
14502,BONNET THROTTLE 200/202
14503,SPRING RETURN
14504,CAPSCREW SKT HD 7/16-14 UNRC-3A X 1.75
14505,CAPSCREW SKT HD 7/16-14 UNRC-3A X 1.25
14506,NUT HEX 5/16-24 UNF-2B G8 STL
14507,PIPEPLUG SQ HD 3/4 3000#
14508,VALVE O/S 12L 1.50 250FF 200
14509,BODY O/S TRIP AV12-16L 250FF 1.5
14510,BODY O/S TRIP 1.50 250FF CI
14511,BODY O/S TRIP 1.50 CI A6831
14512,SEAT THROTTLE VALVE 1.50
14513,BONNET TRIP VALVE BODY 1.50
14514,CAP END S/T 1.50
14515,BUSHING GUIDE END CAP ASSY
14516,CAPSCREW SKT HD 1/2-13 X 1.25 ST
14517,BRACKET LEVER 1.50 CS
14518,BRACKET LEVER S/T 1.5 WCB - 5255
14519,Valve M/T 1.50 SST
14520,VALVE ASSY PILOT
14521,VALVE PILOT TRIP SST 416
14522,JAM NUT 3/8-16 STL
14523,trunnion
14524,LEVER OPERATING ASSY 1.50
14525,LEVER OPERATING O/S
14526,LABEL CAUTION SNAPS UP M/T SST
14527,BUSHING LEVER STL
14528,CONN ROD ASSY
14529,BEARING ROD END SPF8
14530,CONNECTING ROD 1/2-20 X 6.12
14531,NUT HEX JAM 1/2-20 STL
14532,SPRING EXTENSION SST
14533,PIN CLEVIS .50 X 2.0 LG
14534,PIN CLEVIS .38 X 1.75 LG
14535,PIN TRUNNION STL
14536,GASKET RING 1.50 300#
14537,SPRING TRUNNION
14538,SPRING TRUNNION TORQUE NISTL RL/RLV
14539,spring
14540,NUT HEX JAM 1/2-13 SST 18-8 STL
14541,ROLLPIN .187 X 1.25 SS
14542,PIN SPRING .375 X 1.75 SS
14543,CAPSCREW HEX HD 3/4-10 UNC-2A X 2.50
14544,PIN COTTER 1/8 X 3/4 STL
14545,CAPSCREW HEX HD 5/8-11 UNC-2A X 1.75
14546,CAPSCREW HEX HD 5/8-11 UNC-2A X 2.75
14547,CAPSCREW SKT HD 10-24 UNC-2A X 0.38
14548,CAPSCREW HEX HD 1/2-13 UNC-2A X 1.75
14549,CASE BEARING & PARTS EXH END
14550,YOKE CASING END
14551,YOKE CASTING COVER & CASING END W/C
14552,CAPSCREW HEX HD 3/8-16 UNC-2A X 1.25
14553,BEARING BALL
14554,ENCLOSURE BEARING HOUSING CASTING
14555,CAPSCREW HEX HD 1/4-20 UNC-2A X .75
14556,SCREW FHMS 12-24 X .38 STL
14557,WASHER PLATE 9-12 STL
14558,CAPSCREW HEX HD 1/4-20 UNC-2A X .50
14559,RING - THROW 1.50 ID ALUM
14560,SETSCREW CUP 1/4-28 X 5/16 SS STL
14561,SLEEVE SHAFT WITH GROOVE STL
14562,SEAL RING 1.25 ID X 1.88 OD X .345 THK
14563,SEAL RING 1.50 ID X 2.12 OD X .345 THK
14564,BOM LUBE TRICO 12L CASING END
14565,GAUGE OIL 1/4-90 L/C
14566,CAP SCREWED 1/2 3000#
14567,OILER 4 OZ FST
14568,NIPPLE 1/4 X 3.0 SCH80
14569,ELBOW SCREWED STREET 3000# 1/4
14570,VENT ALEMITE 313650 STL
14571,BUSHING HEX SCREWED 6000# 1/2 X 3/8
14572,RING OIL .188 X 3.250 OD
14573,CASE BEARING & PARTS STEAM END
14574,STUD YOKE RL12L-M GRPH
14575,ROLLPIN .3125 X 1.25 SST
14576,SCREW SHOULDER TRIP/LATCH LEVER
14577,SPACER SHOULDER SCR O/S TRIP
14578,SCREW SHOULDER 3/4 X 3.75 STL
14579,HOUSING MOUNTING HORZ 12M-L 1 PU
14580,HOUSING MOUNTING HORIZ 12M-L STD
14581,HOUSING MTG CASTING A6685A CI A48 CL30
14582,LATCH TRIP HORIZONTAL ASSY
14583,LATCH TRIP HORIZONTAL
14584,LATCH TRIP HORIZ CA15 RC26-32 6505
14585,BEARING SLEEVE
14586,trip lever (RP)
14587,LEVER TRIP CASTING
14588,SPRING TORQUE LATCH
14589,PLUG 1-7/16 DIA STL
14590,SCREW SHOULDER 3/4 X 1.50 STN STL
14591,COVER MOUNTING HOUSING
14592,CAPSCREW HEX HD 3/8-16 UNC-2A X 1.00
14593,BOM LUBE TRICO 12L COVER END
14594,NIPPLE 1/4 X 2.0 SCH80
14595,ELBOW SCREWED 1/4 45DEG 3000#
14596,NIPPLE 1/4 X 1-1/2 SCH80
14597,CYLINDER AIR TRIP MTG RLA/RLVA
14598,BRACKET SOLENOID TRIP STL
14599,bracket
14600,LEVER SPACER SOLENOID TRIP
14601,SCREW HANGER FLAT HEAD 3/8-16 STL
14602,HANDLE SOLID REID B1-28 RLA/RLHA
14603,CAPSCREW HEX HD 5/16-18 UNC-2A X 2.25
14604,NUT HEX 3/8-16 STL
14605,SPRING EXTENSION .041 WIRE STL
14606,SPRING EXTENSION STL
14607,SCREW DR TYPE U 2 X .19 STL
14608,CAPSCREW HEX HD 5/16-18 X 1.0 STL-ZC GR2
14609,WASHER PLAIN 5/16 SAE STL-ZC
14610,WASHER PLAIN 5/16 18-8 STL-ZC
14611,NUT HEX 5/16-18 UNC-2B GR8 STL
14612,BUMPER PNEUMATIC CYLINDER SOL TRIP
14613,NUT HEX JAM 7/16-20 STL
14614,NUT HEX JAM 3/4-16 STL
14615,PIPEPLUG SKT HD 1/8
14616,NIPPLE 1/4 X 2.25 SCH80 STL
14617,ADAPTER REDUCING NPT .25 X .12 STL
14618,CYLINDER CLIPPARD SST SPRING HV
14619,BOM TACH MTG SPD100 WTHRPRF DD RL/RLH
14620,CONNECTOR STRAIGHT WATER TIGHT 1/2 NPT
14621,BRACKET TACH ENCL HOFF 606NF STL
14622,NUT HEX 1/4-20 UNC-2B GR8 STL
14623,GASKET TACH ENCL SPD100 RLA/RLHA
14624,ROTOR TURBINE & PARTS ASSEMBLY
14625,ROTOR ASSY 12L CCW DI WHL 4140HT SHFT
14626,SHAFT ASSY 12M-12L HVOF
14627,SHAFT TURBINE 12M-12L HVOF
14628,SHAFT BAR 1.75 X 31.50
14629,LOCKNUT STL PREC SEL
14630,KEY
14631,WASHER BEARING
14632,LOCKWASHER
14633,KEY .25 SQ X 2.00 LG
14634,WHEEL ASSY 12 CCW DI
14635,WHEEL TURBINE 12 DI
14636,WHEEL TRB BLK CSTG 12 C12699 A395 DIMOD
14637,SHROUDBAND WIDE .482 OT 1 ROW SST
14638,SHROUDBAND STOCK .03125 X .625 410 SS
14639,SHROUDBAND WIDE .459 OT 1 ROW SST
14640,BUCKET BROACH W 0.750 S 403 SST
14641,sectional drawing
14642,BUCKET BROACH 0.500 WIDE SST 403SS
14643,spacer
14644,SPACER BUCKET POWDERED NI-STL NAR
14645,SHROUDBAND WHEEL W OT 2 ROW .373 SST
14646,LOCKPIECE BUCKET FIRST ROW
14647,ROLLPIN .094 X .56 SST
14648,COLLAR BOLT TRIP ASSY 1471-2150
14649,COLLAR O/S SST
14650,spring retainer
14651,BOLT SHANK O/S TRIP
14652,SETSCREW SKTHD 1/4-20 UNC X 1/2 KCUP STL
14653,SPRING COMPRESSION .038 W X .60 DIA
14654,SCREW ADJUSTING SPEED BOLT TRIP STL
14655,CAPSCREW FH SOC 1/4-20 X 1.25 STL
14656,GEAR SIGNAL 30T MAG PICKUP RLA
14657,STEAM PATH STATIONARY
14658,SECTOR RLA/RLV12L-12M CCW
14659,BUCKET BROACH 0.625 WIDE SST 403SS
14660,BUCKET STOCK WIDE SECT B 403SS .333 #/FT
14661,SPACER BUCKET SECTOR WIDE 316 SS
14662,SHROUDBAND SECTOR
14663,SECTOR RING 12 MACH
14664,SECTOR RING BLANK FGD 12 A29 C1030
14665,WASHER SECTOR/CASING 12-23
14666,CAPSCREW HEX HD 3/8-16 UNC-2A X 0.88
14667,24 RH CCW 202 4.00/2975/3451
14668,LIST PREPARE TO SHIP
14669,TAG WARNING WATER COOLING
14670,TAG WARNING COVER LIFT POINT
14671,JACKET INSULATION & PARTS
14672,INSULATION BLANKET RH 24 4.0 INL A24
14673,INSULATION BLANKET CVB4 RLHA 4.00 VALVE
14674,COVER BOM FLG 24-28 4-600 10-150
14675,FLANGE BLANK 4.00
14676,GASKET FLANGE 4.00 TF16
14677,CAPSCREW HEX HD 7/8-9 UNC-2A X 3.00
14678,FLANGE BLANK 10.00 150#
14679,GASKET EXH FLANGE 24 RBR
14680,CAPSCREW HEX HD 7/8-9 UNC-2A X 2.50
14681,NUT HEX 7/8-9 UNC-2B GR8 STL
14682,LIST MATERIAL SHIP LOOSE
14683,PROGRAMMER PEAK 150 MODEL
14684,PICKUP MAGNETIC 2.75
14685,SOLENOID 110AC DE-ENRGZ NO COP
14686,PIPING OIL FEED 24 2 FLG SLP API5
14687,ORIFICE ASSY NO 42
14688,NIPPLE .50 X 2.62 SCH80 SST
14689,ELBOW SWAGELOK MPW 90DEG .75T X .75P
14690,ORIFICE .125 X .75 24-28 FOL
14691,TUBE SMLS 304 3/4 X 0.095 WALL
14692,ADAPTER FLANGE 3/4 ODT X 3/4 150#RF SS
14693,PIPING OIL DRAIN 24 RH STUB SLP API5
14694,FLANGE RF SLIP-ON 1.0 150#
14695,ELBOW SW 1.0 90DEG 3000#
14696,FITTING NIPPLE 1.00 X 1.50 SCH80 TOE
14697,NIPPLE 1.00 X 2.50 SCH80 TOE SS
14698,PIPE SMLS 304L 1.0 SCH80
14699,turbine governor
14700,SPRING GARTER 22-23
14701,RING CARBON HT 3.00 RLH24-28
14702,CAPSCREW SKT HD 5/8-11 UNRC-3A X 1.25
14703,CASING 24 RH WC6/WCB 4.0 150FF03 B7
14704,CASING 24 RH 202 150FF03 4.0 WC6/WCB
14705,CASING 2PC 24 RH 202 4 X 10 B7 WCB/WC6
14706,CASING INLET 24-28 4-600
14707,CASING INLET 24-28 3-4 0-150 WC6
14708,PIN DOWEL .375 X 1.50 STL
14709,CAPSCREW HEX HD 3/4-10 UNC-2A X 2.75
14710,CAPSCREW HEX HD 3/4-10 UNC-2A X 4.50
14711,CASING EXH 28 RH 10-150FF CS
14712,CASING EXH 24-28 RH 0-105 WCB
14713,COVER 28
14714,COVER 24-28 0-105 WCB
14715,PEDESTAL MTG 24 RSVR/COOLER SPOTFACE
14716,PEDESTAL MTG A3197 RLH24
14717,DRAIN FLG 3PC 24-28 600 202 NO HV STL
14718,FLANGE SW .75 600# RF FST
14719,ELBOW SW .75 X 90 DEG 3000# FST
14720,ELBOW SW .75 X 45 DEG 3000# FST
14721,NIPPLE 3/4 X 1.50 TOE SCH160 ASTM A106
14722,NIPPLE 3/4 X 1.75 SCH160TOE ASTM A106
14723,PIPE SMLS CS 3/4 SCH160
14724,FLANGE SOC .75 150# RF FST 125
14725,SETSCREW SQ HD 5/8-11 X 2.00 LG STL
14726,HARDWARE PEDESTAL 24-28 STD
14727,STUD 1.00-8 X 6.50 LG STL
14728,NUT HEX 1-8 UNC-2B GR8 STL
14729,STUD .88-9 X 4.25 LG STL
14730,EYEBOLT SHIELD 0.75-10
14731,CAPSCREW HEX HD 1/2-13 UNC-2A X 2.50
14732,NIPPLE 1.0 CLOSE SCH80
14733,ELBOW NPT 1.00 X 90DEG 3000# FST
14734,ELBOW NPT 1.00 X 45DEG 3000# FST
14735,NIPPLE 1.00 X 6.50 SCH80 STL
14736,NIPPLE 1.00 X 7.00 WS80 STL
14737,BOM LKOFF GLD HSG 24-28 FLGD 150RF
14738,FLANGE SW RF 1.0 150# SCH80
14739,ELBOW SCREWED 1.0 90DEG 3000#
14740,PIPE SMLS CS 1.0 SCH80
14741,VALVE ASSY HAND 19-28
14742,BODY HAND VALVE RLH STL
14743,STEM HAND VALVE RLH
14744,PLUG HANDVALVE RLH
14745,BAR RD 416 2-1/8 12.06#/FT
14746,packing set
14747,WASHER PACKING HANDVALVE API
14748,NUT HANDVALVE PACKING 1.75 API
14749,PIN DOWEL .25 X 1.75 STL
14750,PIPEPLUG SQ HD 2-11.5 NPT STL
14751,HOUSING GLAND ASSY 24-28
14752,HOUSING GLAND LOWER CS
14753,CAP GLAND HSG CS
14754,PIN DOWEL .375 X 1.25 HARDENED STL
14755,CAPSCREW SKT HD 1/2-13 UNRC-3A X 1.25
14756,VALVE SENTINEL WARNING 115# 3/4 106-120
14757,VALVE CVB4 24-28 WC6 585 ACT 6PT CL5
14758,GASKET SPIRAL WOUND CG-6L 4.0 600#
14759,NUT HEX HVY 7/8-9 UNC-2B
14760,disk
14761,DISC CLAPPER PPCP 5252 4CVB RLH
14762,BUSHING CLAPPER SHAFT A582 416
14763,SHAFT CLAPPER CVB3-4
14764,WASHER SEAL BLOCK SST
14765,GASKET SPIRAL WOUND R16C H24-28
14766,SCREEN STRAINER CVB4 RLHA RLHB
14767,GASKET SPIRAL WOUND R1-6N SPC OD H24-28
14768,BONNET THROTTLE CVB4 SA387 STL
14769,PLATE BONNET CVB4 SA387 CARB RLH24-28
14770,GASKET SPIRAL WOUND 3.5 600# R16K H24-28
14771,STUD 1.00-8 X 5.25 LG
14772,CAPSCREW HEX HD 1-8 UNC-2A X 3.0
14773,NUT HEX HVY 1-8 UNC-2B
14774,DISC PILOT CLAPPER SST
14775,clapper disk
14776,FITTING NIPPLE 1/2 X 8.00 SCH80
14777,NIPPLE 1/2 X 6.50 SCH80 SST
14778,SEAL SLEEVE CLAPPER / VALVE STEM
14779,SEAL RING CLAPPER / VALVE STEM
14780,VALVE AND STEM ASSY CVB4 6PT ACT .50-13
14781,VALVE CUP 4 IN CVB SST
14782,VALVE CUP CSTG CVB4 SS 440C
14783,VALVE STEM CUP 4 6 ACT
14784,NUT 0.38-24 FLANGE
14785,BODY CVB4 201/202 125AARH WC6
14786,BODY CVB4 WC6 A3813
14787,PLATE CLOSE-OFF 16-23L STL
14788,CAPSCREW SKT HD 7/16-14 UNRC-3A X 2.00
14789,BLOCK SEAL COMBO VALVE
14790,BAR RD 416 3-1/2 32.71#/FT
14791,BLOCK SEAL CLAPPER
14792,BAR RD 416 1.0 2.75#/FT
14793,CAGE CUP VALVE CVB4 6 PORT
14794,CAGE CUP 4.00 CVB
14795,ACTUATOR MTG CVB4 6 PORT
14796,BRACKET MTG ACTUATOR CVB4
14797,LOCKNUT STL
14798,PIN SPRING .375 X 1.50 STL
14799,ROLLPIN .125 X 1.125 SST
14800,BEARING ROD END TSFX-8 SPECIAL
14801,BLOCK STEM CVB4 RLHA 1/2
14802,NUT HEX 1/2-20 UNF-2B GR8 STL
14803,CONNECTOR ACTUATOR STEM
14804,KIT LINKAGE ASSY RESET DPU RLHA
14805,LEVER CLAPPER O/S COMBO 3
14806,LEVER CLAPPER S/T WCB PPCP 6561
14807,LEVER SHAFT O/S COMBO TRIP 3
14808,KEY LEVER COMBO TRIP STL 1010 RL23E
14809,SETSCREW SKT HD
14810,CAPSCREW HEX HD 5/16-18 UNC-2A X 1.00
14811,ACTUATOR 3621 1.18 STROKE
14812,PIPE ASSY LEAKOFF CVB4 FLGD 201-202
14813,FLANGE SOC .50 150# RF FST 125 S
14814,ELBOW SW .50 X 90 DEG 3000# FST
14815,ELBOW SW .50 X 45DEG 3000# FST
14816,PIPE 0.500 SCH80 STL
14817,DRAIN FLGD CVB4 202
14818,HOUSING BEARING EXH 24-28 6BOLT .25 RTD
14819,HOUSING BEARING EXH 24-28 TRICO
14820,HOUSING BRG LOWER EXH END
14821,HOUSING BRG LOWER EXH 24-28 A6028F
14822,CAP EXH END BEARING HSG 24 6 BOLT
14823,CAP EXH END BEARING HSG 24-28 A3207-6
14824,CAPSCREW HEX HD 1/2-13 UNC-2A X 3.62
14825,PROBE ADAPTER VIB 3300 8MM 1/2 NPT
14826,journal bearing
14827,BOM LEVEL GAUGE EXH FOL
14828,BUSHING HEX SCREWED 6000# 3/4 X 3/8
14829,GAUGE OIL LEVEL FST
14830,RING OIL .312 X 5.500 OD
14831,PIPEPLUG SQ HD 1/4 STL
14832,PIN DOWEL .375 X 2.00 STL
14833,HOUSING BEARING INL 24 6-BOLT
14834,HOUSING BEARING INL 24-28 6BOLT W/CUTOUT
14835,HOUSING BRG LOWER INLET END
14836,HOUSING BRG LWR INL 24-28 A602 6BOLT
14837,CAP BRG HSG INL SPCL
14838,HOUSING BRG CAP 24-28 INLET A3206E CI
14839,SPRING FLAT 3/32 X 5/8 SST
14840,FLEXPLATE 24-28 HI TEMP
14841,BOM LEVEL GAUGE INL FOL
14842,CAPSCREW HEX HD 1/2-13 UNC-2A X 2.00
14843,NUT HEX 1/2-13 UNC-2B GR8 STL
14844,HANDLE SUPPORT ASSY 24-28
14845,HANDLE SUPPORT COMBO
14846,HOSE HEATER COMBO II RLH
14847,CAPSCREW HEX HD 1/2-13 UNC-2A X 2.25
14848,HOUSING MTG DD SOL TRIP DUAL TOP/BOT N/P
14849,HOUSING MOUNTING DD SOL TRIP PICKUP
14850,HOUSING MOUNTING DD COMBO TRIP
14851,HOUSING MTG A5049 CI 28 CL30
14852,SETSCREW SKT HD CUP PT 1/2-13 X .38 STL
